0.0637563,1.09851
0.0637563,1.09851
3.52583,1.11119
3.52583,1.11119
3.61992,1.18614
3.61992,1.18614
3.71343,1.17659
3.71343,1.17659
3.84547,1.32659
3.84547,1.32659
4.05013,1.15722
4.05013,1.15722
4.16300,1.24152
4.16300,1.24152
4.33063,1.12855
4.33063,1.12855
4.46261,1.26917
4.46261,1.26917
4.59314,1.20321
4.59314,1.20321
4.76531,1.73811
4.76531,1.73811
4.85815,1.63467
4.85815,1.63467
5.08153,1.46526
5.08153,1.46526
5.17713,1.75617
5.17713,1.75617
5.30871,1.84044
5.30871,1.84044
5.43813,1.61487
5.43813,1.61487
5.56978,1.70853
5.56978,1.70853
5.62769,1.96195
5.62769,1.96195
5.73754,1.61434
5.73754,1.61434
5.83216,1.76441
5.83216,1.76441
5.94457,1.78299
5.94457,1.78299
6.04004,2.05512
6.04004,2.05512
6.11397,1.92353
6.11397,1.92353
6.30064,1.85748
6.30064,1.85748
6.37589,1.91368
6.37589,1.91368
6.50485,1.62238
6.50485,1.62238
6.58049,1.73492
6.58049,1.73492
6.71325,1.98821
6.71325,1.98821
6.78660,1.77211
6.78660,1.77211
6.92008,2.12869
6.92008,2.12869
7.01076,1.71538
7.01076,1.71538
7.19783,1.70566
7.19783,1.70566
7.32718,1.47069
7.32718,1.47069
7.47977,1.88357
7.47977,1.88357
7.59087,1.71436
7.59087,1.71436
7.63158,2.18377
7.63158,2.18377
7.77748,1.63892
7.77748,1.63892
7.89068,1.77017
7.89068,1.77017
8.02049,1.60093
8.02049,1.60093
8.19042,1.81659
8.19042,1.81659
8.33841,1.57220
8.33841,1.57220
8.50795,1.73153
8.50795,1.73153
8.63796,1.59045
8.63796,1.59045
8.73362,1.89075
8.73362,1.89075
8.88011,1.43040
8.88011,1.43040
8.97512,1.63681
8.97512,1.63681
9.07184,2.08734
9.07184,2.08734
9.16252,1.67404
9.16252,1.67404
9.29298,1.59869
9.29298,1.59869
9.36941,1.82391
9.36941,1.82391
9.49929,1.66405
9.49929,1.66405
9.59410,1.84229
9.59410,1.84229
9.81938,1.94518
9.81938,1.94518
9.93035,1.75719
9.93035,1.75719
10.0633,2.03865
10.0633,2.03865
